EPOCH,AMOUNT,DATE,PRICE_EUR,PRICE_USD,PRICE_JPY
218,0.817289,17-9-2020,0.07731274385636264,0.09129471151418299,9.58887755159661
219,0.867607,22-9-2020,0.0683061211301881,0.08036695005952045,8.413214166980927
220,0.722619,27-9-2020,0.08230671755734925,0.09573509661982581,10.10876458718398
221,0.870112,2-10-2020,0.08350380814999185,0.09806671538460612,10.350990842202872
222,0.001078,7-10-2020,0.07910936054496243,0.0928423176438943,9.809255070665653
223,0.002336,12-10-2020,0.08992279584588954,0.10630428637650947,11.228390248518805
224,0.001526,17-10-2020,0.08882858103960023,0.10407566612724076,10.97217289680745
225,0.003568,22-10-2020,0.08924674546764463,0.10578746134929869,11.070816511396096
226,0.002535,27-10-2020,0.08744108931480264,0.10326744484141924,10.82583604506049
227,0.002098,1-11-2020,0.07952868991456136,0.09286959263589264,9.719267217309385
228,0.002218,6-11-2020,0.08235215021985755,0.09750582263266826,10.100335649050205
229,0.002204,11-11-2020,0.0893835903102505,0.10562814231721475,11.11936891359091
230,0.003283,16-11-2020,0.08504318576676775,0.10073652624425576,10.545099567248693
231,0.002422,21-11-2020,0.09921368480621329,0.1176356652567512,12.217875464896686
232,0.002429,26-11-2020,0.13064942175962166,0.155687562647238,16.254715665747575
233,0.00194,1-12-2020,0.14281948178777315,0.17050059426844394,17.783552983387235
234,0.002284,6-12-2020,0.1316121691319751,0.1595540768382783,16.62354106347958
235,0.001811,11-12-2020,0.11708002887415929,0.1421819715953808,14.812375618835123
236,0.002705,16-12-2020,0.1267978092290496,0.15412399322845466,15.973950092173355
237,0.002144,21-12-2020,0.13264118664731564,0.16204943128942723,16.76223112314704
238,0.002449,26-12-2020,0.1290560992147355,0.15734710950345682,16.285427133294945
239,0.002261,31-12-2020,0.14999855734958248,0.18449303575089104,19.029349679489897
240,0.002464,5-1-2021,0.17869487392349415,0.2188884921904594,22.573313534125514
241,0.002153,10-1-2021,0.27244992253231376,0.33306999365805395,34.62195970076743
242,0.00223,15-1-2021,0.25521547237546116,0.3101366394448269,32.20257275179442
243,0.002822,20-1-2021,0.3042356278701491,0.3693457419983242,38.371698481947874
244,0.001941,25-1-2021,0.28936154056449437,0.35209629856051367,36.54569406213742
245,0.003159,30-1-2021,0.28631419105436257,0.3475197098777403,36.3835749240125
246,0.002499,4-2-2021,0.36648885695656147,0.44121581461457365,46.331190261047055
247,0.002956,9-2-2021,0.5702674177787559,0.6873068371578556,72.31787556027976
248,0.002397,14-2-2021,0.7458405630424498,0.9039954754716988,94.87972072910972
249,0.002631,19-2-2021,0.7547470212733289,0.9127152054579659,96.43931403909967
250,0.002873,24-2-2021,0.7864867852568936,0.9557803324164977,100.629332298471
251,0.002529,1-3-2021,1.0781380966501608,1.3032197936512573,138.79812090303358
252,0.002785,6-3-2021,0.9774692168616003,1.1647617398711405,126.20773947789256
253,0.002996,11-3-2021,0.952194785598319,1.1354441106096025,123.13437201916892
254,0.002306,16-3-2021,0.8647664406258901,1.0313636409049007,112.56302776836077
255,0.002555,21-3-2021,1.0106934614725955,1.20742530325912,131.51879835627304
256,0.002093,26-3-2021,0.93151276024205,1.0970046944351481,119.76768152434613
257,0.002452,31-3-2021,1.0331968056082852,1.2113713624549767,133.6510062060738
258,0.002329,5-4-2021,1.0057527447425711,1.1834195167997104,130.98530994258005
259,0.002494,10-4-2021,1.0120241030479642,1.2043891358213494,132.07932989477456
260,0.002951,15-4-2021,1.215092125914603,1.4561052030119335,158.52762955711222
261,0.002403,20-4-2021,0.9922830928401558,1.194858148474349,129.1761144315619
262,0.002442,25-4-2021,0.9184649607014803,1.1110808206966274,119.89117595726965
263,0.002312,30-4-2021,1.084750118912631,1.3151260010143138,143.18522011548447
264,0.002984,5-5-2021,1.0636510857026051,1.2779659806591444,139.72002066546426
265,0.001806,10-5-2021,1.4569080349969932,1.7740322694519541,192.54464975491175
266,0.002182,15-5-2021,1.6538427228090145,2.0084971185028992,219.67937233625457
267,0.002172,20-5-2021,1.2466161013735275,1.5173694336333208,165.84013356423705
268,0.002275,25-5-2021,1.2633274963966594,1.543146196143331,167.9792260311007
269,0.002117,30-5-2021,1.1611064063409828,1.4156847474142424,155.51296266569742
270,0.002445,4-6-2021,1.5176026926080357,1.8410805442290892,203.00674620942024
271,0.002284,9-6-2021,1.2992726037493694,1.5814104630520178,173.13598031586085
