EPOCH,AMOUNT,DATE,PRICE_EUR,PRICE_USD,PRICE_JPY
213,71.377471,2-9-2020,0.10434076305930337,0.12445625402929679,13.17506350779537
214,58.386315,7-9-2020,0.07854388951327736,0.09296928225595855,9.882774157731802
215,121.289451,12-9-2020,0.08181688965717089,0.09691705074914046,10.28822952227501
216,67.558611,17-9-2020,0.07731274385636264,0.09129471151418299,9.58887755159661
217,45.082551,22-9-2020,0.0683061211301881,0.08036695005952045,8.413214166980927
218,79.123272,27-9-2020,0.08230671755734925,0.09573509661982581,10.10876458718398
219,84.044256,2-10-2020,0.08350380814999185,0.09806671538460612,10.350990842202872
220,70.027005,7-10-2020,0.07910936054496243,0.0928423176438943,9.809255070665653
221,84.320042,12-10-2020,0.08992279584588954,0.10630428637650947,11.228390248518805
222,73.400247,17-10-2020,0.08882858103960023,0.10407566612724076,10.97217289680745
223,111.393542,22-10-2020,0.08924674546764463,0.10578746134929869,11.070816511396096
224,53.487493,27-10-2020,0.08744108931480264,0.10326744484141924,10.82583604506049
225,125.058997,1-11-2020,0.07952868991456136,0.09286959263589264,9.719267217309385
226,88.889813,6-11-2020,0.08235215021985755,0.09750582263266826,10.100335649050205
227,73.55735,11-11-2020,0.0893835903102505,0.10562814231721475,11.11936891359091
228,77.787427,16-11-2020,0.08504318576676775,0.10073652624425576,10.545099567248693
229,77.276504,21-11-2020,0.09921368480621329,0.1176356652567512,12.217875464896686
230,115.123837,26-11-2020,0.13064942175962166,0.155687562647238,16.254715665747575
231,84.912632,1-12-2020,0.14281948178777315,0.17050059426844394,17.783552983387235
232,85.174923,6-12-2020,0.1316121691319751,0.1595540768382783,16.62354106347958
233,68.035794,11-12-2020,0.11708002887415929,0.1421819715953808,14.812375618835123
234,80.075462,16-12-2020,0.1267978092290496,0.15412399322845466,15.973950092173355
235,63.523311,21-12-2020,0.13264118664731564,0.16204943128942723,16.76223112314704
236,94.839572,26-12-2020,0.1290560992147355,0.15734710950345682,16.285427133294945
237,75.167896,31-12-2020,0.14999855734958248,0.18449303575089104,19.029349679489897
238,85.894248,5-1-2021,0.17869487392349415,0.2188884921904594,22.573313534125514
239,79.276509,10-1-2021,0.27244992253231376,0.33306999365805395,34.62195970076743
240,86.396777,15-1-2021,0.25521547237546116,0.3101366394448269,32.20257275179442
241,75.508024,20-1-2021,0.3042356278701491,0.3693457419983242,38.371698481947874
242,41.905256,25-1-2021,0.28936154056449437,0.35209629856051367,36.54569406213742
243,53.052095,30-1-2021,0.28631419105436257,0.3475197098777403,36.3835749240125
244,36.514852,4-2-2021,0.36648885695656147,0.44121581461457365,46.331190261047055
245,59.430816,9-2-2021,0.5702674177787559,0.6873068371578556,72.31787556027976
246,47.006974,14-2-2021,0.7458405630424498,0.9039954754716988,94.87972072910972
247,55.598358,19-2-2021,0.7547470212733289,0.9127152054579659,96.43931403909967
248,45.09859,24-2-2021,0.7864867852568936,0.9557803324164977,100.629332298471
249,0.581293,1-3-2021,1.0781380966501608,1.3032197936512573,138.79812090303358
250,0.681892,6-3-2021,0.9774692168616003,1.1647617398711405,126.20773947789256
251,0.633941,11-3-2021,0.952194785598319,1.1354441106096025,123.13437201916892
252,0.697987,16-3-2021,0.8647664406258901,1.0313636409049007,112.56302776836077
253,0.750936,21-3-2021,1.0106934614725955,1.20742530325912,131.51879835627304
254,0.577991,26-3-2021,0.93151276024205,1.0970046944351481,119.76768152434613
255,0.640332,31-3-2021,1.0331968056082852,1.2113713624549767,133.6510062060738
256,0.524517,5-4-2021,1.0057527447425711,1.1834195167997104,130.98530994258005
257,0.614543,10-4-2021,1.0120241030479642,1.2043891358213494,132.07932989477456
258,0.583769,15-4-2021,1.215092125914603,1.4561052030119335,158.52762955711222
259,0.625225,20-4-2021,0.9922830928401558,1.194858148474349,129.1761144315619
260,0.739758,25-4-2021,0.9184649607014803,1.1110808206966274,119.89117595726965
261,0.602418,30-4-2021,1.084750118912631,1.3151260010143138,143.18522011548447
262,0.612186,5-5-2021,1.0636510857026051,1.2779659806591444,139.72002066546426
263,0.579632,10-5-2021,1.4569080349969932,1.7740322694519541,192.54464975491175
264,0.747804,15-5-2021,1.6538427228090145,2.0084971185028992,219.67937233625457
265,0.452675,20-5-2021,1.2466161013735275,1.5173694336333208,165.84013356423705
266,0.546827,25-5-2021,1.2633274963966594,1.543146196143331,167.9792260311007
267,0.54455,30-5-2021,1.1611064063409828,1.4156847474142424,155.51296266569742
268,0.570353,4-6-2021,1.5176026926080357,1.8410805442290892,203.00674620942024
269,0.530719,9-6-2021,1.2992726037493694,1.5814104630520178,173.13598031586085
270,0.612893,14-6-2021,1.293879898072177,1.5668237245333339,171.88839669992916
271,0.572427,19-6-2021,1.1962243002383985,1.419139968156482,156.38207838315185
272,0.582823,24-6-2021,1.0463758118941033,1.2483605486687026,138.58424958935848
273,0.552124,29-6-2021,1.1165023468191397,1.3318537800819263,147.30036436950118
274,0.551095,4-7-2021,1.188060646032003,1.4096155624434996,156.51666397591373
275,0.588948,9-7-2021,1.1369449446557645,1.3468246740938277,147.9123261830064
276,0.700144,14-7-2021,1.0740718214066387,1.264671768275158,139.87269757123246
277,0.428346,19-7-2021,1.0074595231738694,1.1900065239474007,130.74423177631485
278,0.622587,24-7-2021,1.022163056305609,1.203239820067367,133.0199371879917
