EPOCH,AMOUNT,DATE,PRICE_EUR,PRICE_USD,PRICE_JPY
212,62.56636,18-8-2020,0.11844142868637539,0.14066093296166526,14.911043520467173
213,73.132409,23-8-2020,0.10624465946995454,0.12531555685950455,13.259509409803794
214,65.071076,28-8-2020,0.0903742505301071,0.10683596306265304,11.393093936964354
215,61.713766,2-9-2020,0.10434076305930337,0.12445625402929679,13.17506350779537
216,55.335081,7-9-2020,0.07854388951327736,0.09296928225595855,9.882774157731802
217,52.441194,12-9-2020,0.08181688965717089,0.09691705074914046,10.28822952227501
218,57.727772,17-9-2020,0.07731274385636264,0.09129471151418299,9.58887755159661
219,61.322524,22-9-2020,0.0683061211301881,0.08036695005952045,8.413214166980927
220,51.10685,27-9-2020,0.08230671755734925,0.09573509661982581,10.10876458718398
221,61.538129,2-10-2020,0.08350380814999185,0.09806671538460612,10.350990842202872
222,53.568677,7-10-2020,0.07910936054496243,0.0928423176438943,9.809255070665653
223,81.296793,12-10-2020,0.08992279584588954,0.10630428637650947,11.228390248518805
224,39.03603,17-10-2020,0.08882858103960023,0.10407566612724076,10.97217289680745
225,91.270061,22-10-2020,0.08924674546764463,0.10578746134929869,11.070816511396096
226,64.87321,27-10-2020,0.08744108931480264,0.10326744484141924,10.82583604506049
227,53.683333,1-11-2020,0.07952868991456136,0.09286959263589264,9.719267217309385
228,56.770511,6-11-2020,0.08235215021985755,0.09750582263266826,10.100335649050205
229,56.397631,11-11-2020,0.0893835903102505,0.10562814231721475,11.11936891359091
230,84.019222,16-11-2020,0.08504318576676775,0.10073652624425576,10.545099567248693
231,61.9706,21-11-2020,0.09921368480621329,0.1176356652567512,12.217875464896686
232,62.162024,26-11-2020,0.13064942175962166,0.155687562647238,16.254715665747575
233,49.653613,1-12-2020,0.14281948178777315,0.17050059426844394,17.783552983387235
234,58.440356,6-12-2020,0.1316121691319751,0.1595540768382783,16.62354106347958
235,46.36033,11-12-2020,0.11708002887415929,0.1421819715953808,14.812375618835123
236,69.21544,16-12-2020,0.1267978092290496,0.15412399322845466,15.973950092173355
237,54.858735,21-12-2020,0.13264118664731564,0.16204943128942723,16.76223112314704
238,62.686999,26-12-2020,0.1290560992147355,0.15734710950345682,16.285427133294945
239,57.857267,31-12-2020,0.14999855734958248,0.18449303575089104,19.029349679489897
240,63.053753,5-1-2021,0.17869487392349415,0.2188884921904594,22.573313534125514
241,55.106966,10-1-2021,0.27244992253231376,0.33306999365805395,34.62195970076743
242,57.076718,15-1-2021,0.25521547237546116,0.3101366394448269,32.20257275179442
243,72.212766,20-1-2021,0.3042356278701491,0.3693457419983242,38.371698481947874
244,49.674967,25-1-2021,0.28936154056449437,0.35209629856051367,36.54569406213742
245,80.850012,30-1-2021,0.28631419105436257,0.3475197098777403,36.3835749240125
246,63.948579,4-2-2021,0.36648885695656147,0.44121581461457365,46.331190261047055
247,75.636351,9-2-2021,0.5702674177787559,0.6873068371578556,72.31787556027976
248,61.352402,14-2-2021,0.7458405630424498,0.9039954754716988,94.87972072910972
249,65.371272,19-2-2021,0.7547470212733289,0.9127152054579659,96.43931403909967
250,71.369214,24-2-2021,0.7864867852568936,0.9557803324164977,100.629332298471
251,62.824064,1-3-2021,1.0781380966501608,1.3032197936512573,138.79812090303358
252,66.179228,6-3-2021,0.9774692168616003,1.1647617398711405,126.20773947789256
253,71.205523,11-3-2021,0.952194785598319,1.1354441106096025,123.13437201916892
254,54.808365,16-3-2021,0.8647664406258901,1.0313636409049007,112.56302776836077
255,60.719927,21-3-2021,1.0106934614725955,1.20742530325912,131.51879835627304
256,45.458422,26-3-2021,0.93151276024205,1.0970046944351481,119.76768152434613
257,53.264131,31-3-2021,1.0331968056082852,1.2113713624549767,133.6510062060738
258,50.600449,5-4-2021,1.0057527447425711,1.1834195167997104,130.98530994258005
259,54.193804,10-4-2021,1.0120241030479642,1.2043891358213494,132.07932989477456
260,64.12138,15-4-2021,1.215092125914603,1.4561052030119335,158.52762955711222
261,52.216963,20-4-2021,0.9922830928401558,1.194858148474349,129.1761144315619
262,53.063585,25-4-2021,0.9184649607014803,1.1110808206966274,119.89117595726965
263,50.241864,30-4-2021,1.084750118912631,1.3151260010143138,143.18522011548447
264,64.818809,5-5-2021,1.0636510857026051,1.2779659806591444,139.72002066546426
265,39.237402,10-5-2021,1.4569080349969932,1.7740322694519541,192.54464975491175
266,40.941928,15-5-2021,1.6538427228090145,2.0084971185028992,219.67937233625457
267,40.777144,20-5-2021,1.2466161013735275,1.5173694336333208,165.84013356423705
268,42.712874,25-5-2021,1.2633274963966594,1.543146196143331,167.9792260311007
269,39.744721,30-5-2021,1.1611064063409828,1.4156847474142424,155.51296266569742
270,45.898669,4-6-2021,1.5176026926080357,1.8410805442290892,203.00674620942024
271,42.868199,9-6-2021,1.2992726037493694,1.5814104630520178,173.13598031586085
272,43.646715,14-6-2021,1.293879898072177,1.5668237245333339,171.88839669992916
